"","subno","loss","gain","response","condition","resp"
"151","3",24,14,"accept","20.60",1
"152","3",24,16,"accept","20.60",1
"153","3",25,5,"reject","20.60",0
"154","3",25,8,"accept","20.60",1
"155","3",26,2,"accept","20.60",1
"156","3",26,10,"accept","20.60",1
"157","3",26,19,"reject","20.60",0
"158","3",27,12,"accept","20.60",1
"159","3",27,15,"reject","20.60",0
"160","3",31,6,"accept","20.60",1
"161","3",31,6,"accept","20.60",1
"162","3",32,7,"reject","20.60",0
"163","3",32,18,"accept","20.60",1
"164","3",33,15,"accept","20.60",1
"165","3",36,10,"reject","20.60",0
"166","3",36,11,"accept","20.60",1
"167","3",37,5,"accept","20.60",1
"168","3",38,8,"reject","20.60",0
"169","3",39,3,"reject","20.60",0
"170","3",40,8,"reject","20.60",0
"171","3",41,7,"accept","20.60",1
"172","3",42,5,"accept","20.60",1
"173","3",43,2,"accept","20.60",1
"174","3",43,10,"reject","20.60",0
"175","3",44,11,"reject","20.60",0
"176","3",45,7,"reject","20.60",0
"177","3",46,12,"accept","20.60",1
"178","3",46,17,"accept","20.60",1
"179","3",48,6,"reject","20.60",0
"180","3",48,10,"accept","20.60",1
"181","3",48,18,"accept","20.60",1
"182","3",50,17,"reject","20.60",0
"183","3",51,19,"accept","20.60",1
"184","3",52,1,"reject","20.60",0
"185","3",55,17,"accept","20.60",1
"186","3",55,19,"reject","20.60",0
"187","3",56,16,"accept","20.60",1
"188","3",56,18,"reject","20.60",0
"189","3",57,0,"reject","20.60",0
"190","3",57,4,"accept","20.60",1
"191","3",57,6,"accept","20.60",1
"192","3",58,9,"reject","20.60",0
"193","5",0,17,"accept","20.60",1
"194","5",0,17,"accept","20.60",1
"195","5",2,16,"accept","20.60",1
"196","5",3,9,"accept","20.60",1
"197","5",4,16,"accept","20.60",1
"198","5",5,6,"accept","20.60",1
"199","5",5,10,"accept","20.60",1
"200","5",5,16,"accept","20.60",1
"201","5",6,5,"reject","20.60",0
"202","5",6,9,"accept","20.60",1
"203","5",9,16,"accept","20.60",1
"204","5",10,1,"reject","20.60",0
"205","5",10,6,"reject","20.60",0
"206","5",10,7,"reject","20.60",0
"207","5",12,0,"reject","20.60",0
"208","5",12,18,"accept","20.60",1
"209","5",13,14,"accept","20.60",1
"210","5",13,18,"accept","20.60",1
"211","5",14,6,"reject","20.60",0
"212","5",14,10,"reject","20.60",0
"213","5",14,15,"accept","20.60",1
"214","5",15,8,"reject","20.60",0
"215","5",17,3,"reject","20.60",0
"216","5",17,17,"accept","20.60",1
"217","5",19,14,"reject","20.60",0
"218","5",20,7,"reject","20.60",0
"219","5",21,12,"reject","20.60",0
"220","5",22,10,"reject","20.60",0
"221","5",24,8,"reject","20.60",0
"222","5",26,4,"reject","20.60",0
"223","5",26,7,"reject","20.60",0
"224","5",26,19,"reject","20.60",0
"225","5",27,0,"reject","20.60",0
"226","5",28,14,"reject","20.60",0
"227","5",29,5,"reject","20.60",0
"228","5",29,11,"reject","20.60",0
"229","5",31,9,"reject","20.60",0
"230","5",31,11,"reject","20.60",0
"231","5",31,19,"reject","20.60",0
"232","5",32,1,"reject","20.60",0
"233","5",33,7,"reject","20.60",0
"234","5",34,3,"reject","20.60",0
"235","5",34,5,"reject","20.60",0
"236","5",36,2,"reject","20.60",0
"237","5",36,5,"reject","20.60",0
"238","5",36,10,"reject","20.60",0
"239","5",36,13,"reject","20.60",0
"240","5",38,19,"reject","20.60",0
"241","5",39,14,"reject","20.60",0
"242","5",41,2,"reject","20.60",0
"243","5",41,11,"reject","20.60",0
"244","5",42,19,"reject","20.60",0
"245","5",45,2,"reject","20.60",0
"246","5",45,11,"accept","20.60",1
"247","5",49,10,"reject","20.60",0
"248","5",52,8,"reject","20.60",0
"249","5",52,17,"reject","20.60",0
"250","5",54,10,"reject","20.60",0
"251","5",55,6,"reject","20.60",0
"252","5",56,9,"reject","20.60",0
"253","5",56,9,"reject","20.60",0
"254","5",56,14,"reject","20.60",0
"255","5",59,5,"reject","20.60",0
"256","5",59,12,"reject","20.60",0
"257","6",0,11,"accept","20.60",1
"258","6",1,3,"accept","20.60",1
"259","6",2,2,"accept","20.60",1
"260","6",3,2,"accept","20.60",1
"261","6",3,13,"accept","20.60",1
"262","6",5,10,"accept","20.60",1
"263","6",6,9,"accept","20.60",1
"264","6",6,16,"accept","20.60",1
"265","6",8,14,"accept","20.60",1
"266","6",10,5,"reject","20.60",0
"267","6",10,10,"accept","20.60",1
"268","6",11,0,"reject","20.60",0
"269","6",12,7,"reject","20.60",0
"270","6",12,14,"accept","20.60",1
"271","6",12,15,"accept","20.60",1
"272","6",13,4,"reject","20.60",0
"273","6",14,4,"reject","20.60",0
"274","6",15,4,"reject","20.60",0
"275","6",15,4,"reject","20.60",0
"276","6",16,16,"accept","20.60",1
"277","6",16,18,"accept","20.60",1
"278","6",18,6,"reject","20.60",0
"279","6",19,7,"reject","20.60",0
"280","6",20,2,"reject","20.60",0
"281","6",20,15,"accept","20.60",1
"282","6",22,13,"reject","20.60",0
"283","6",23,5,"reject","20.60",0
"284","6",23,8,"reject","20.60",0
"285","6",25,11,"reject","20.60",0
"286","6",26,15,"reject","20.60",0
"287","6",26,15,"reject","20.60",0
"288","6",27,2,"reject","20.60",0
"289","6",27,14,"reject","20.60",0
"290","6",28,1,"reject","20.60",0
"291","6",29,11,"reject","20.60",0
"292","6",30,3,"reject","20.60",0
"293","6",31,6,"reject","20.60",0
"294","6",31,12,"reject","20.60",0
"295","6",32,9,"reject","20.60",0
"296","6",33,10,"reject","20.60",0
"297","6",34,1,"reject","20.60",0
"298","6",35,8,"reject","20.60",0
"299","6",35,10,"reject","20.60",0
"300","6",35,15,"reject","20.60",0
"301","6",36,19,"reject","20.60",0
"302","6",38,2,"reject","20.60",0
"303","6",38,5,"reject","20.60",0
"304","6",41,11,"reject","20.60",0
"305","6",43,1,"reject","20.60",0
"306","6",43,6,"reject","20.60",0
"307","6",43,9,"reject","20.60",0
"308","6",44,11,"reject","20.60",0
"309","6",45,5,"reject","20.60",0
"310","6",46,16,"reject","20.60",0
"311","6",49,8,"reject","20.60",0
"312","6",49,15,"reject","20.60",0
"313","6",49,16,"reject","20.60",0
"314","6",50,5,"reject","20.60",0
"315","6",50,18,"reject","20.60",0
"316","6",51,10,"reject","20.60",0
"317","6",52,18,"reject","20.60",0
"318","6",54,17,"reject","20.60",0
"319","6",57,14,"reject","20.60",0
"320","6",59,13,"reject","20.60",0
"321","9",1,5,"accept","20.60",1
"322","9",1,13,"accept","20.60",1
"323","9",1,16,"accept","20.60",1
"324","9",2,19,"accept","20.60",1
"325","9",4,11,"accept","20.60",1
"326","9",5,4,"reject","20.60",0
"327","9",5,14,"accept","20.60",1
"328","9",6,10,"accept","20.60",1
"329","9",6,14,"reject","20.60",0
"330","9",6,19,"accept","20.60",1
"331","9",8,5,"reject","20.60",0
"332","9",9,9,"reject","20.60",0
"333","9",10,11,"reject","20.60",0
"334","9",12,9,"reject","20.60",0
"335","9",15,2,"reject","20.60",0
"336","9",15,6,"reject","20.60",0
"337","9",16,6,"reject","20.60",0
"338","9",17,18,"accept","20.60",1
"339","9",19,0,"reject","20.60",0
"340","9",19,3,"reject","20.60",0
"341","9",19,10,"reject","20.60",0
"342","9",20,1,"reject","20.60",0
"343","9",23,2,"reject","20.60",0
"344","9",24,16,"reject","20.60",0
"345","9",25,0,"reject","20.60",0
"346","9",27,11,"reject","20.60",0
"347","9",28,12,"reject","20.60",0
"348","9",29,0,"reject","20.60",0
"349","9",29,9,"reject","20.60",0
"350","9",29,10,"reject","20.60",0
"351","9",30,18,"reject","20.60",0
"352","9",31,8,"reject","20.60",0
"353","9",32,14,"reject","20.60",0
"354","9",33,7,"reject","20.60",0
"355","9",33,12,"reject","20.60",0
"356","9",35,3,"reject","20.60",0
"357","9",36,4,"reject","20.60",0
"358","9",37,16,"reject","20.60",0
"359","9",37,18,"reject","20.60",0
"360","9",37,18,"reject","20.60",0
"361","9",38,13,"reject","20.60",0
"362","9",39,12,"reject","20.60",0
"363","9",39,16,"reject","20.60",0
"364","9",40,0,"reject","20.60",0
"365","9",40,16,"reject","20.60",0
"366","9",40,19,"reject","20.60",0
"367","9",41,10,"reject","20.60",0
"368","9",41,15,"reject","20.60",0
"369","9",44,12,"reject","20.60",0
"370","9",45,0,"reject","20.60",0
"371","9",46,7,"reject","20.60",0
"372","9",47,0,"reject","20.60",0
"373","9",48,14,"reject","20.60",0
"374","9",48,16,"reject","20.60",0
"375","9",49,10,"reject","20.60",0
"376","9",49,13,"reject","20.60",0
"377","9",50,11,"reject","20.60",0
"378","9",52,4,"reject","20.60",0
"379","9",52,13,"reject","20.60",0
"380","9",53,1,"reject","20.60",0
"381","9",53,14,"reject","20.60",0
"382","9",56,12,"reject","20.60",0
"383","9",57,4,"reject","20.60",0
"384","9",59,15,"reject","20.60",0
"385","13",1,10,"accept","20.60",1
"386","13",2,4,"reject","20.60",0
"387","13",3,0,"reject","20.60",0
"388","13",5,10,"accept","20.60",1
"389","13",6,3,"reject","20.60",0
"390","13",7,3,"reject","20.60",0
"391","13",8,14,"accept","20.60",1
"392","13",9,2,"reject","20.60",0
"393","13",9,4,"reject","20.60",0
"394","13",9,13,"accept","20.60",1
"395","13",11,5,"reject","20.60",0
"396","13",11,10,"accept","20.60",1
"397","13",13,18,"accept","20.60",1
"398","13",14,6,"reject","20.60",0
"399","13",15,18,"reject","20.60",0
"400","13",16,3,"reject","20.60",0
"401","13",17,9,"reject","20.60",0
"402","13",17,18,"accept","20.60",1
"403","13",19,18,"accept","20.60",1
"404","13",20,4,"reject","20.60",0
"405","13",20,13,"reject","20.60",0
"406","13",22,1,"reject","20.60",0
"407","13",22,14,"reject","20.60",0
"408","13",25,16,"reject","20.60",0
"409","13",27,6,"reject","20.60",0
"410","13",27,12,"reject","20.60",0
"411","13",27,14,"reject","20.60",0
"412","13",27,19,"reject","20.60",0
"413","13",28,0,"reject","20.60",0
"414","13",29,4,"reject","20.60",0
"415","13",31,10,"reject","20.60",0
"416","13",31,19,"accept","20.60",1
"417","13",32,2,"reject","20.60",0
"418","13",33,9,"reject","20.60",0
"419","13",33,18,"reject","20.60",0
"420","13",34,5,"reject","20.60",0
"421","13",34,6,"reject","20.60",0
"422","13",34,7,"reject","20.60",0
"423","13",35,5,"reject","20.60",0
"424","13",35,12,"reject","20.60",0
"425","13",35,14,"reject","20.60",0
"426","13",38,12,"reject","20.60",0
"427","13",38,14,"reject","20.60",0
"428","13",39,17,"reject","20.60",0
"429","13",40,6,"reject","20.60",0
"430","13",42,16,"reject","20.60",0
"431","13",43,6,"reject","20.60",0
"432","13",43,7,"reject","20.60",0
"433","13",43,17,"reject","20.60",0
"434","13",43,19,"reject","20.60",0
"435","13",45,11,"reject","20.60",0
"436","13",48,17,"reject","20.60",0
"437","13",49,14,"reject","20.60",0
"438","13",50,13,"reject","20.60",0
"439","13",51,5,"reject","20.60",0
"440","13",51,5,"reject","20.60",0
"441","13",51,16,"reject","20.60",0
"442","13",52,11,"reject","20.60",0
"443","13",53,9,"reject","20.60",0
"444","13",54,0,"reject","20.60",0
"445","13",54,14,"reject","20.60",0
"446","13",54,17,"reject","20.60",0
"447","13",56,16,"reject","20.60",0
"448","13",57,14,"reject","20.60",0
"449","15",0,0,"reject","20.60",0
"450","15",0,0,"reject","20.60",0
"451","15",0,7,"accept","20.60",1
"452","15",0,8,"accept","20.60",1
"453","15",0,10,"accept","20.60",1
"454","15",0,12,"accept","20.60",1
"455","15",0,15,"accept","20.60",1
"456","15",1,18,"accept","20.60",1
"457","15",2,15,"accept","20.60",1
"458","15",3,11,"accept","20.60",1
"459","15",4,3,"accept","20.60",1
"460","15",5,8,"accept","20.60",1
"461","15",6,18,"accept","20.60",1
"462","15",7,0,"accept","20.60",1
"463","15",7,15,"accept","20.60",1
"464","15",9,15,"accept","20.60",1
"465","15",11,13,"accept","20.60",1
"466","15",13,0,"reject","20.60",0
"467","15",13,0,"reject","20.60",0
"468","15",13,17,"accept","20.60",1
"469","15",14,0,"reject","20.60",0
"470","15",14,5,"reject","20.60",0
"471","15",15,12,"reject","20.60",0
"472","15",16,1,"reject","20.60",0
"473","15",17,11,"reject","20.60",0
"474","15",17,15,"reject","20.60",0
"475","15",18,7,"reject","20.60",0
"476","15",19,1,"reject","20.60",0
"477","15",20,4,"reject","20.60",0
"478","15",21,17,"accept","20.60",1
"479","15",22,2,"reject","20.60",0
"480","15",22,7,"reject","20.60",0
"481","15",22,16,"accept","20.60",1
"482","15",25,6,"reject","20.60",0
"483","15",26,3,"reject","20.60",0
"484","15",26,4,"reject","20.60",0
"485","15",26,6,"reject","20.60",0
"486","15",28,15,"reject","20.60",0
"487","15",29,10,"reject","20.60",0
"488","15",31,19,"reject","20.60",0
"489","15",32,1,"reject","20.60",0
"490","15",33,4,"reject","20.60",0
"491","15",36,8,"reject","20.60",0
"492","15",37,3,"reject","20.60",0
"493","15",37,14,"reject","20.60",0
"494","15",37,16,"reject","20.60",0
"495","15",41,3,"reject","20.60",0
"496","15",41,9,"reject","20.60",0
"497","15",42,2,"reject","20.60",0
"498","15",43,7,"reject","20.60",0
"499","15",44,15,"reject","20.60",0
"500","15",46,12,"reject","20.60",0
"501","15",48,6,"reject","20.60",0
"502","15",49,0,"reject","20.60",0
"503","15",50,2,"reject","20.60",0
"504","15",50,13,"reject","20.60",0
"505","15",51,19,"reject","20.60",0
"506","15",52,0,"reject","20.60",0
"507","15",55,0,"reject","20.60",0
"508","15",55,2,"reject","20.60",0
"509","15",55,10,"reject","20.60",0
"510","15",55,15,"reject","20.60",0
"511","15",56,1,"reject","20.60",0
"512","15",58,18,"reject","20.60",0
"513","16",0,17,"accept","20.60",1
"514","16",2,2,"accept","20.60",1
"515","16",2,9,"accept","20.60",1
"516","16",2,10,"accept","20.60",1
"517","16",2,11,"accept","20.60",1
"518","16",2,12,"accept","20.60",1
"519","16",3,2,"accept","20.60",1
"520","16",4,12,"accept","20.60",1
"521","16",6,14,"accept","20.60",1
"522","16",6,15,"accept","20.60",1
"523","16",7,0,"reject","20.60",0
"524","16",7,17,"accept","20.60",1
"525","16",11,11,"accept","20.60",1
"526","16",13,3,"reject","20.60",0
"527","16",13,7,"reject","20.60",0
"528","16",13,19,"accept","20.60",1
"529","16",15,2,"reject","20.60",0
"530","16",16,0,"reject","20.60",0
"531","16",16,3,"reject","20.60",0
"532","16",18,2,"reject","20.60",0
"533","16",18,18,"accept","20.60",1
"534","16",20,4,"reject","20.60",0
"535","16",20,8,"reject","20.60",0
"536","16",21,13,"reject","20.60",0
"537","16",22,15,"accept","20.60",1
"538","16",23,4,"reject","20.60",0
"539","16",23,13,"accept","20.60",1
"540","16",25,17,"reject","20.60",0
"541","16",25,18,"reject","20.60",0
"542","16",26,15,"reject","20.60",0
"543","16",27,13,"accept","20.60",1
"544","16",28,3,"reject","20.60",0
"545","16",28,6,"reject","20.60",0
"546","16",32,2,"reject","20.60",0
"547","16",32,3,"reject","20.60",0
"548","16",32,9,"reject","20.60",0
"549","16",32,12,"reject","20.60",0
"550","16",32,13,"reject","20.60",0
"551","16",34,1,"reject","20.60",0
"552","16",34,11,"reject","20.60",0
"553","16",36,6,"reject","20.60",0
"554","16",36,12,"reject","20.60",0
"555","16",37,2,"reject","20.60",0
"556","16",39,6,"reject","20.60",0
"557","16",39,7,"reject","20.60",0
"558","16",41,4,"reject","20.60",0
"559","16",43,4,"reject","20.60",0
"560","16",43,7,"reject","20.60",0
"561","16",43,8,"reject","20.60",0
"562","16",43,11,"reject","20.60",0
"563","16",44,10,"reject","20.60",0
"564","16",44,11,"reject","20.60",0
"565","16",46,1,"reject","20.60",0
"566","16",47,19,"reject","20.60",0
"567","16",48,4,"reject","20.60",0
"568","16",48,6,"reject","20.60",0
"569","16",48,18,"reject","20.60",0
"570","16",49,13,"reject","20.60",0
"571","16",51,6,"reject","20.60",0
"572","16",53,1,"reject","20.60",0
"573","16",53,13,"reject","20.60",0
"574","16",54,6,"reject","20.60",0
"575","16",54,6,"reject","20.60",0
"576","16",56,14,"reject","20.60",0
"577","17",0,19,"accept","20.60",1
"578","17",1,5,"accept","20.60",1
"579","17",2,15,"accept","20.60",1
"580","17",2,19,"reject","20.60",0
"581","17",4,5,"reject","20.60",0
"582","17",8,16,"accept","20.60",1
"583","17",11,5,"reject","20.60",0
"584","17",11,14,"reject","20.60",0
"585","17",12,10,"reject","20.60",0
"586","17",13,19,"reject","20.60",0
"587","17",16,0,"reject","20.60",0
"588","17",17,4,"reject","20.60",0
"589","17",17,9,"reject","20.60",0
"590","17",18,10,"reject","20.60",0
"591","17",18,15,"reject","20.60",0
"592","17",19,4,"reject","20.60",0
"593","17",19,6,"reject","20.60",0
"594","17",19,12,"reject","20.60",0
"595","17",22,16,"reject","20.60",0
"596","17",22,18,"reject","20.60",0
"597","17",23,8,"reject","20.60",0
"598","17",23,12,"reject","20.60",0
"599","17",25,12,"reject","20.60",0
"600","17",26,19,"reject","20.60",0
"601","17",28,11,"reject","20.60",0
"602","17",30,10,"reject","20.60",0
"603","17",30,10,"reject","20.60",0
"604","17",31,3,"reject","20.60",0
"605","17",31,13,"reject","20.60",0
"606","17",32,1,"reject","20.60",0
"607","17",33,6,"reject","20.60",0
"608","17",33,11,"reject","20.60",0
"609","17",34,8,"reject","20.60",0
"610","17",35,12,"reject","20.60",0
"611","17",35,14,"reject","20.60",0
"612","17",37,9,"reject","20.60",0
"613","17",38,17,"reject","20.60",0
"614","17",42,2,"reject","20.60",0
"615","17",42,3,"reject","20.60",0
"616","17",42,13,"reject","20.60",0
"617","17",43,3,"reject","20.60",0
"618","17",45,5,"reject","20.60",0
"619","17",45,6,"reject","20.60",0
"620","17",45,19,"reject","20.60",0
"621","17",49,16,"reject","20.60",0
"622","17",49,17,"reject","20.60",0
"623","17",50,18,"reject","20.60",0
"624","17",51,4,"reject","20.60",0
"625","17",51,5,"reject","20.60",0
"626","17",51,11,"reject","20.60",0
"627","17",51,11,"reject","20.60",0
"628","17",51,19,"reject","20.60",0
"629","17",54,8,"reject","20.60",0
"630","17",54,8,"reject","20.60",0
"631","17",54,11,"reject","20.60",0
"632","17",54,11,"reject","20.60",0
"633","17",54,16,"reject","20.60",0
"634","17",55,12,"reject","20.60",0
"635","17",55,19,"reject","20.60",0
"636","17",56,3,"reject","20.60",0
"637","17",56,3,"reject","20.60",0
"638","17",56,8,"reject","20.60",0
"639","17",56,12,"reject","20.60",0
"640","17",58,6,"reject","20.60",0
"641","18",0,15,"accept","20.60",1
"642","18",1,4,"accept","20.60",1
"643","18",2,3,"accept","20.60",1
"644","18",2,8,"accept","20.60",1
"645","18",3,4,"accept","20.60",1
"646","18",3,16,"accept","20.60",1
"647","18",6,7,"accept","20.60",1
"648","18",7,3,"reject","20.60",0
"649","18",7,3,"accept","20.60",1
"650","18",9,15,"accept","20.60",1
"651","18",12,16,"accept","20.60",1
"652","18",14,9,"accept","20.60",1
"653","18",15,2,"reject","20.60",0
"654","18",15,7,"accept","20.60",1
"655","18",16,2,"reject","20.60",0
"656","18",18,1,"reject","20.60",0
"657","18",18,2,"reject","20.60",0
"658","18",18,7,"reject","20.60",0
"659","18",18,15,"accept","20.60",1
"660","18",18,18,"reject","20.60",0
"661","18",19,18,"accept","20.60",1
"662","18",20,1,"reject","20.60",0
"663","18",21,15,"accept","20.60",1
"664","18",23,5,"reject","20.60",0
"665","18",25,13,"accept","20.60",1
"666","18",26,4,"reject","20.60",0
"667","18",26,8,"reject","20.60",0
"668","18",27,3,"reject","20.60",0
"669","18",28,14,"reject","20.60",0
"670","18",30,11,"accept","20.60",1
"671","18",30,12,"reject","20.60",0
"672","18",30,18,"reject","20.60",0
"673","18",31,1,"reject","20.60",0
"674","18",31,11,"accept","20.60",1
"675","18",32,4,"reject","20.60",0
"676","18",34,16,"accept","20.60",1
"677","18",35,18,"reject","20.60",0
"678","18",36,8,"reject","20.60",0
"679","18",36,10,"reject","20.60",0
"680","18",38,8,"reject","20.60",0
"681","18",38,9,"reject","20.60",0
"682","18",39,11,"reject","20.60",0
"683","18",40,19,"reject","20.60",0
"684","18",41,11,"reject","20.60",0
"685","18",42,0,"reject","20.60",0
"686","18",42,8,"reject","20.60",0
"687","18",43,8,"reject","20.60",0
"688","18",43,9,"accept","20.60",1
"689","18",44,2,"reject","20.60",0
"690","18",45,6,"reject","20.60",0
"691","18",46,16,"reject","20.60",0
"692","18",46,19,"reject","20.60",0
"693","18",47,1,"reject","20.60",0
"694","18",48,12,"reject","20.60",0
"695","18",49,15,"reject","20.60",0
"696","18",52,12,"reject","20.60",0
"697","18",52,16,"accept","20.60",1
"698","18",53,13,"reject","20.60",0
"699","18",55,2,"reject","20.60",0
"700","18",55,15,"reject","20.60",0
"701","18",56,13,"reject","20.60",0
"702","18",56,19,"reject","20.60",0
"703","18",57,11,"reject","20.60",0
"704","18",59,12,"reject","20.60",0
"705","19",1,1,"accept","20.60",1
"706","19",1,6,"accept","20.60",1
"707","19",2,1,"reject","20.60",0
"708","19",2,11,"accept","20.60",1
"709","19",3,12,"accept","20.60",1
"710","19",3,19,"accept","20.60",1
"711","19",4,7,"accept","20.60",1
"712","19",4,15,"accept","20.60",1
"713","19",5,8,"accept","20.60",1
"714","19",5,17,"accept","20.60",1
"715","19",5,18,"accept","20.60",1
"716","19",6,4,"reject","20.60",0
"717","19",6,13,"accept","20.60",1
"718","19",7,15,"accept","20.60",1
"719","19",8,17,"accept","20.60",1
"720","19",9,1,"reject","20.60",0
"721","19",9,8,"reject","20.60",0
"722","19",10,13,"reject","20.60",0
"723","19",11,12,"reject","20.60",0
"724","19",12,12,"reject","20.60",0
"725","19",13,16,"accept","20.60",1
"726","19",14,1,"reject","20.60",0
"727","19",14,2,"reject","20.60",0
"728","19",14,14,"reject","20.60",0
"729","19",15,3,"reject","20.60",0
"730","19",15,12,"reject","20.60",0
"731","19",15,16,"reject","20.60",0
"732","19",18,2,"reject","20.60",0
"733","19",18,9,"reject","20.60",0
"734","19",18,17,"reject","20.60",0
